,run,sample,event,unix_time,configuration
701,4,14.0,capture_start,1741366354.002,4x8
702,4,14.0,capture_end,1741366354.035,4x8
703,4,15.0,capture_start,1741366372.597,4x8
704,4,15.0,capture_end,1741366372.642,4x8
705,4,16.0,capture_start,1741366391.216,4x8
706,4,16.0,capture_end,1741366391.266,4x8
707,4,17.0,capture_start,1741366409.856,4x8
708,4,17.0,capture_end,1741366409.894,4x8
709,4,18.0,capture_start,1741366428.456,4x8
710,4,18.0,capture_end,1741366428.483,4x8
711,4,19.0,capture_start,1741366447.065,4x8
712,4,19.0,capture_end,1741366447.138,4x8
713,4,20.0,capture_start,1741366465.714,4x8
714,4,20.0,capture_end,1741366465.742,4x8
715,4,21.0,capture_start,1741366484.3,4x8
716,4,21.0,capture_end,1741366484.326,4x8
717,4,22.0,capture_start,1741366502.905,4x8
718,4,22.0,capture_end,1741366502.932,4x8
719,4,23.0,capture_start,1741366521.49,4x8
720,4,23.0,capture_end,1741366521.53,4x8
721,4,24.0,capture_start,1741366540.092,4x8
722,4,24.0,capture_end,1741366540.128,4x8
723,4,25.0,capture_start,1741366558.681,4x8
724,4,25.0,capture_end,1741366558.705,4x8
725,4,26.0,capture_start,1741366577.264,4x8
726,4,26.0,capture_end,1741366577.306,4x8
727,4,27.0,capture_start,1741366595.884,4x8
728,4,27.0,capture_end,1741366595.933,4x8
729,4,28.0,capture_start,1741366614.511,4x8
730,4,28.0,capture_end,1741366614.539,4x8
731,4,29.0,capture_start,1741366633.094,4x8
732,4,29.0,capture_end,1741366633.127,4x8
733,4,30.0,capture_start,1741366651.701,4x8
734,4,30.0,capture_end,1741366651.752,4x8
735,4,31.0,capture_start,1741366670.308,4x8
736,4,31.0,capture_end,1741366670.353,4x8
737,4,,run_end,1741366687.557,4x8
