run_count,sample_index,camera_id,exposure_time,unix_timestamp,datetime,filename
0,0,0,738888.0,1741391438.930953,2025-03-07 18:50:38.930953,captured_images\2025-03-07_18-49-28\2x4\Sample_0\sample_0_20250307_185038_0000_0.tif
0,0,1,889385.0,1741391438.930953,2025-03-07 18:50:38.930953,captured_images\2025-03-07_18-49-28\2x4\Sample_0\sample_0_20250307_185038_0000_1.tif
0,1,0,676073.0,1741391457.565389,2025-03-07 18:50:57.565389,captured_images\2025-03-07_18-49-28\2x4\Sample_1\sample_1_20250307_185057_0000_0.tif
0,1,1,850039.0,1741391457.565389,2025-03-07 18:50:57.565389,captured_images\2025-03-07_18-49-28\2x4\Sample_1\sample_1_20250307_185057_0000_1.tif
0,2,0,752357.0,1741391476.198921,2025-03-07 18:51:16.198921,captured_images\2025-03-07_18-49-28\2x4\Sample_2\sample_2_20250307_185116_0000_0.tif
0,2,1,892264.0,1741391476.198921,2025-03-07 18:51:16.198921,captured_images\2025-03-07_18-49-28\2x4\Sample_2\sample_2_20250307_185116_0000_1.tif
0,3,0,859660.0,1741391494.837129,2025-03-07 18:51:34.837129,captured_images\2025-03-07_18-49-28\2x4\Sample_3\sample_3_20250307_185134_0000_0.tif
0,3,1,987025.0,1741391494.837129,2025-03-07 18:51:34.837129,captured_images\2025-03-07_18-49-28\2x4\Sample_3\sample_3_20250307_185134_0000_1.tif
0,4,0,996850.0,1741391513.440342,2025-03-07 18:51:53.440342,captured_images\2025-03-07_18-49-28\2x4\Sample_4\sample_4_20250307_185153_0000_0.tif
0,4,1,1000000.0,1741391513.440342,2025-03-07 18:51:53.440342,captured_images\2025-03-07_18-49-28\2x4\Sample_4\sample_4_20250307_185153_0000_1.tif
0,5,0,838917.0,1741391532.041101,2025-03-07 18:52:12.041101,captured_images\2025-03-07_18-49-28\2x4\Sample_5\sample_5_20250307_185212_0000_0.tif
0,5,1,935909.0,1741391532.041101,2025-03-07 18:52:12.041101,captured_images\2025-03-07_18-49-28\2x4\Sample_5\sample_5_20250307_185212_0000_1.tif
0,6,0,945948.0,1741391550.644602,2025-03-07 18:52:30.644602,captured_images\2025-03-07_18-49-28\2x4\Sample_6\sample_6_20250307_185230_0000_0.tif
0,6,1,1000000.0,1741391550.644602,2025-03-07 18:52:30.644602,captured_images\2025-03-07_18-49-28\2x4\Sample_6\sample_6_20250307_185230_0000_1.tif
0,7,0,1000000.0,1741391569.21802,2025-03-07 18:52:49.218020,captured_images\2025-03-07_18-49-28\2x4\Sample_7\sample_7_20250307_185249_0000_0.tif
0,7,1,1000000.0,1741391569.21802,2025-03-07 18:52:49.218020,captured_images\2025-03-07_18-49-28\2x4\Sample_7\sample_7_20250307_185249_0000_1.tif
1,0,0,738238.0,1741391679.642614,2025-03-07 18:54:39.642614,captured_images\2025-03-07_18-49-28\2x4\Sample_0\sample_0_20250307_185439_0001_0.tif
1,0,1,889695.0,1741391679.642614,2025-03-07 18:54:39.642614,captured_images\2025-03-07_18-49-28\2x4\Sample_0\sample_0_20250307_185439_0001_1.tif
1,1,0,675480.0,1741391698.254826,2025-03-07 18:54:58.254826,captured_images\2025-03-07_18-49-28\2x4\Sample_1\sample_1_20250307_185458_0001_0.tif
1,1,1,850367.0,1741391698.254826,2025-03-07 18:54:58.254826,captured_images\2025-03-07_18-49-28\2x4\Sample_1\sample_1_20250307_185458_0001_1.tif
1,2,0,752453.0,1741391716.850661,2025-03-07 18:55:16.850661,captured_images\2025-03-07_18-49-28\2x4\Sample_2\sample_2_20250307_185516_0001_0.tif
1,2,1,891737.0,1741391716.850661,2025-03-07 18:55:16.850661,captured_images\2025-03-07_18-49-28\2x4\Sample_2\sample_2_20250307_185516_0001_1.tif
1,3,0,859754.0,1741391735.443324,2025-03-07 18:55:35.443324,captured_images\2025-03-07_18-49-28\2x4\Sample_3\sample_3_20250307_185535_0001_0.tif
1,3,1,986521.0,1741391735.443324,2025-03-07 18:55:35.443324,captured_images\2025-03-07_18-49-28\2x4\Sample_3\sample_3_20250307_185535_0001_1.tif
1,4,0,997006.0,1741391754.060108,2025-03-07 18:55:54.060108,captured_images\2025-03-07_18-49-28\2x4\Sample_4\sample_4_20250307_185554_0001_0.tif
