run_count,sample_index,camera_id,exposure_time,unix_timestamp,datetime,filename
0,0,0,340174.0,1741385050.405942,2025-03-07 17:04:10.405942,captured_images\2025-03-07_17-02-54\4x8\Sample_0\sample_0_20250307_170410_0000_0.tif
0,0,1,395957.0,1741385050.405942,2025-03-07 17:04:10.405942,captured_images\2025-03-07_17-02-54\4x8\Sample_0\sample_0_20250307_170410_0000_1.tif
0,1,0,321986.0,1741385069.057593,2025-03-07 17:04:29.057593,captured_images\2025-03-07_17-02-54\4x8\Sample_1\sample_1_20250307_170429_0000_0.tif
0,1,1,379980.0,1741385069.057593,2025-03-07 17:04:29.057593,captured_images\2025-03-07_17-02-54\4x8\Sample_1\sample_1_20250307_170429_0000_1.tif
0,2,0,295019.0,1741385087.662761,2025-03-07 17:04:47.662761,captured_images\2025-03-07_17-02-54\4x8\Sample_2\sample_2_20250307_170447_0000_0.tif
0,2,1,358242.0,1741385087.662761,2025-03-07 17:04:47.662761,captured_images\2025-03-07_17-02-54\4x8\Sample_2\sample_2_20250307_170447_0000_1.tif
0,3,0,258274.0,1741385106.267684,2025-03-07 17:05:06.267684,captured_images\2025-03-07_17-02-54\4x8\Sample_3\sample_3_20250307_170506_0000_0.tif
0,3,1,340089.0,1741385106.267684,2025-03-07 17:05:06.267684,captured_images\2025-03-07_17-02-54\4x8\Sample_3\sample_3_20250307_170506_0000_1.tif
0,4,0,572627.0,1741385124.865796,2025-03-07 17:05:24.865796,captured_images\2025-03-07_17-02-54\4x8\Sample_4\sample_4_20250307_170524_0000_0.tif
0,4,1,817036.0,1741385124.865796,2025-03-07 17:05:24.865796,captured_images\2025-03-07_17-02-54\4x8\Sample_4\sample_4_20250307_170524_0000_1.tif
0,5,0,626426.0,1741385143.46437,2025-03-07 17:05:43.464370,captured_images\2025-03-07_17-02-54\4x8\Sample_5\sample_5_20250307_170543_0000_0.tif
0,5,1,841999.0,1741385143.46437,2025-03-07 17:05:43.464370,captured_images\2025-03-07_17-02-54\4x8\Sample_5\sample_5_20250307_170543_0000_1.tif
0,6,0,684651.0,1741385162.068971,2025-03-07 17:06:02.068971,captured_images\2025-03-07_17-02-54\4x8\Sample_6\sample_6_20250307_170602_0000_0.tif
0,6,1,876090.0,1741385162.068971,2025-03-07 17:06:02.068971,captured_images\2025-03-07_17-02-54\4x8\Sample_6\sample_6_20250307_170602_0000_1.tif
0,7,0,785327.0,1741385180.674845,2025-03-07 17:06:20.674845,captured_images\2025-03-07_17-02-54\4x8\Sample_7\sample_7_20250307_170620_0000_0.tif
0,7,1,969225.0,1741385180.674845,2025-03-07 17:06:20.674845,captured_images\2025-03-07_17-02-54\4x8\Sample_7\sample_7_20250307_170620_0000_1.tif
0,8,0,874717.0,1741385199.267971,2025-03-07 17:06:39.267971,captured_images\2025-03-07_17-02-54\4x8\Sample_8\sample_8_20250307_170639_0000_0.tif
0,8,1,999765.0,1741385199.267971,2025-03-07 17:06:39.267971,captured_images\2025-03-07_17-02-54\4x8\Sample_8\sample_8_20250307_170639_0000_1.tif
0,9,0,739444.0,1741385217.893191,2025-03-07 17:06:57.893191,captured_images\2025-03-07_17-02-54\4x8\Sample_9\sample_9_20250307_170657_0000_0.tif
0,9,1,890911.0,1741385217.893191,2025-03-07 17:06:57.893191,captured_images\2025-03-07_17-02-54\4x8\Sample_9\sample_9_20250307_170657_0000_1.tif
0,10,0,676537.0,1741385236.516581,2025-03-07 17:07:16.516581,captured_images\2025-03-07_17-02-54\4x8\Sample_10\sample_10_20250307_170716_0000_0.tif
0,10,1,851517.0,1741385236.516581,2025-03-07 17:07:16.516581,captured_images\2025-03-07_17-02-54\4x8\Sample_10\sample_10_20250307_170716_0000_1.tif
0,11,0,615322.0,1741385255.126005,2025-03-07 17:07:35.126005,captured_images\2025-03-07_17-02-54\4x8\Sample_11\sample_11_20250307_170735_0000_0.tif
0,11,1,812241.0,1741385255.126005,2025-03-07 17:07:35.126005,captured_images\2025-03-07_17-02-54\4x8\Sample_11\sample_11_20250307_170735_0000_1.tif
0,12,0,656572.0,1741385273.712743,2025-03-07 17:07:53.712743,captured_images\2025-03-07_17-02-54\4x8\Sample_12\sample_12_20250307_170753_0000_0.tif
0,12,1,801965.0,1741385273.712743,2025-03-07 17:07:53.712743,captured_images\2025-03-07_17-02-54\4x8\Sample_12\sample_12_20250307_170753_0000_1.tif
0,13,0,753135.0,1741385292.328653,2025-03-07 17:08:12.328653,captured_images\2025-03-07_17-02-54\4x8\Sample_13\sample_13_20250307_170812_0000_0.tif
0,13,1,892286.0,1741385292.328653,2025-03-07 17:08:12.328653,captured_images\2025-03-07_17-02-54\4x8\Sample_13\sample_13_20250307_170812_0000_1.tif
0,14,0,859720.0,1741385310.927933,2025-03-07 17:08:30.927933,captured_images\2025-03-07_17-02-54\4x8\Sample_14\sample_14_20250307_170830_0000_0.tif
0,14,1,987133.0,1741385310.927933,2025-03-07 17:08:30.927933,captured_images\2025-03-07_17-02-54\4x8\Sample_14\sample_14_20250307_170830_0000_1.tif
0,15,0,1000000.0,1741385329.51529,2025-03-07 17:08:49.515290,captured_images\2025-03-07_17-02-54\4x8\Sample_15\sample_15_20250307_170849_0000_0.tif
0,15,1,1000000.0,1741385329.51529,2025-03-07 17:08:49.515290,captured_images\2025-03-07_17-02-54\4x8\Sample_15\sample_15_20250307_170849_0000_1.tif
0,16,0,1000000.0,1741385348.119845,2025-03-07 17:09:08.119845,captured_images\2025-03-07_17-02-54\4x8\Sample_16\sample_16_20250307_170908_0000_0.tif
0,16,1,1000000.0,1741385348.119845,2025-03-07 17:09:08.119845,captured_images\2025-03-07_17-02-54\4x8\Sample_16\sample_16_20250307_170908_0000_1.tif
0,17,0,999022.0,1741385366.725811,2025-03-07 17:09:26.725811,captured_images\2025-03-07_17-02-54\4x8\Sample_17\sample_17_20250307_170926_0000_0.tif
0,17,1,1000000.0,1741385366.725811,2025-03-07 17:09:26.725811,captured_images\2025-03-07_17-02-54\4x8\Sample_17\sample_17_20250307_170926_0000_1.tif
0,18,0,840631.0,1741385385.345218,2025-03-07 17:09:45.345218,captured_images\2025-03-07_17-02-54\4x8\Sample_18\sample_18_20250307_170945_0000_0.tif
0,18,1,936807.0,1741385385.345218,2025-03-07 17:09:45.345218,captured_images\2025-03-07_17-02-54\4x8\Sample_18\sample_18_20250307_170945_0000_1.tif
0,19,0,704153.0,1741385403.941023,2025-03-07 17:10:03.941023,captured_images\2025-03-07_17-02-54\4x8\Sample_19\sample_19_20250307_171003_0000_0.tif
0,19,1,812396.0,1741385403.941023,2025-03-07 17:10:03.941023,captured_images\2025-03-07_17-02-54\4x8\Sample_19\sample_19_20250307_171003_0000_1.tif
0,20,0,808500.0,1741385422.554129,2025-03-07 17:10:22.554129,captured_images\2025-03-07_17-02-54\4x8\Sample_20\sample_20_20250307_171022_0000_0.tif
0,20,1,884400.0,1741385422.554129,2025-03-07 17:10:22.554129,captured_images\2025-03-07_17-02-54\4x8\Sample_20\sample_20_20250307_171022_0000_1.tif
0,21,0,946568.0,1741385441.141513,2025-03-07 17:10:41.141513,captured_images\2025-03-07_17-02-54\4x8\Sample_21\sample_21_20250307_171041_0000_0.tif
0,21,1,1000000.0,1741385441.141513,2025-03-07 17:10:41.141513,captured_images\2025-03-07_17-02-54\4x8\Sample_21\sample_21_20250307_171041_0000_1.tif
0,22,0,1000000.0,1741385459.747929,2025-03-07 17:10:59.747929,captured_images\2025-03-07_17-02-54\4x8\Sample_22\sample_22_20250307_171059_0000_0.tif
0,22,1,1000000.0,1741385459.747929,2025-03-07 17:10:59.747929,captured_images\2025-03-07_17-02-54\4x8\Sample_22\sample_22_20250307_171059_0000_1.tif
0,23,0,1000000.0,1741385478.346678,2025-03-07 17:11:18.346678,captured_images\2025-03-07_17-02-54\4x8\Sample_23\sample_23_20250307_171118_0000_0.tif
0,23,1,1000000.0,1741385478.346678,2025-03-07 17:11:18.346678,captured_images\2025-03-07_17-02-54\4x8\Sample_23\sample_23_20250307_171118_0000_1.tif
0,24,0,1000000.0,1741385496.952005,2025-03-07 17:11:36.952005,captured_images\2025-03-07_17-02-54\4x8\Sample_24\sample_24_20250307_171136_0000_0.tif
0,24,1,1000000.0,1741385496.952005,2025-03-07 17:11:36.952005,captured_images\2025-03-07_17-02-54\4x8\Sample_24\sample_24_20250307_171136_0000_1.tif
0,25,0,996094.0,1741385515.554099,2025-03-07 17:11:55.554099,captured_images\2025-03-07_17-02-54\4x8\Sample_25\sample_25_20250307_171155_0000_0.tif
0,25,1,1000000.0,1741385515.554099,2025-03-07 17:11:55.554099,captured_images\2025-03-07_17-02-54\4x8\Sample_25\sample_25_20250307_171155_0000_1.tif
0,26,0,892016.0,1741385534.183464,2025-03-07 17:12:14.183464,captured_images\2025-03-07_17-02-54\4x8\Sample_26\sample_26_20250307_171214_0000_0.tif
0,26,1,1000000.0,1741385534.183464,2025-03-07 17:12:14.183464,captured_images\2025-03-07_17-02-54\4x8\Sample_26\sample_26_20250307_171214_0000_1.tif
0,27,0,796565.0,1741385552.807456,2025-03-07 17:12:32.807456,captured_images\2025-03-07_17-02-54\4x8\Sample_27\sample_27_20250307_171232_0000_0.tif
