run_count,sample_index,camera_id,exposure_time,unix_timestamp,datetime,filename
0,0,0,861827.0,1741392799.872374,2025-03-07 19:13:19.872374,captured_images\2025-03-07_19-12-39\2x2\Sample_0\sample_0_20250307_191319_0000_0.tif
0,0,1,987390.0,1741392799.872374,2025-03-07 19:13:19.872374,captured_images\2025-03-07_19-12-39\2x2\Sample_0\sample_0_20250307_191319_0000_1.tif
0,1,0,754142.0,1741392818.536852,2025-03-07 19:13:38.536852,captured_images\2025-03-07_19-12-39\2x2\Sample_1\sample_1_20250307_191338_0000_0.tif
0,1,1,893202.0,1741392818.536852,2025-03-07 19:13:38.536852,captured_images\2025-03-07_19-12-39\2x2\Sample_1\sample_1_20250307_191338_0000_1.tif
0,2,0,838363.0,1741392837.137802,2025-03-07 19:13:57.137802,captured_images\2025-03-07_19-12-39\2x2\Sample_2\sample_2_20250307_191357_0000_0.tif
0,2,1,935767.0,1741392837.137802,2025-03-07 19:13:57.137802,captured_images\2025-03-07_19-12-39\2x2\Sample_2\sample_2_20250307_191357_0000_1.tif
0,3,0,995971.0,1741392855.77259,2025-03-07 19:14:15.772590,captured_images\2025-03-07_19-12-39\2x2\Sample_3\sample_3_20250307_191415_0000_0.tif
0,3,1,1000000.0,1741392855.77259,2025-03-07 19:14:15.772590,captured_images\2025-03-07_19-12-39\2x2\Sample_3\sample_3_20250307_191415_0000_1.tif
1,0,0,861842.0,1741392980.391018,2025-03-07 19:16:20.391018,captured_images\2025-03-07_19-12-39\2x2\Sample_0\sample_0_20250307_191620_0001_0.tif
1,0,1,987317.0,1741392980.391018,2025-03-07 19:16:20.391018,captured_images\2025-03-07_19-12-39\2x2\Sample_0\sample_0_20250307_191620_0001_1.tif
1,1,0,753435.0,1741392999.015898,2025-03-07 19:16:39.015898,captured_images\2025-03-07_19-12-39\2x2\Sample_1\sample_1_20250307_191639_0001_0.tif
1,1,1,893161.0,1741392999.015898,2025-03-07 19:16:39.015898,captured_images\2025-03-07_19-12-39\2x2\Sample_1\sample_1_20250307_191639_0001_1.tif
1,2,0,838390.0,1741393017.613087,2025-03-07 19:16:57.613087,captured_images\2025-03-07_19-12-39\2x2\Sample_2\sample_2_20250307_191657_0001_0.tif
1,2,1,935696.0,1741393017.613087,2025-03-07 19:16:57.613087,captured_images\2025-03-07_19-12-39\2x2\Sample_2\sample_2_20250307_191657_0001_1.tif
1,3,0,996062.0,1741393036.22009,2025-03-07 19:17:16.220090,captured_images\2025-03-07_19-12-39\2x2\Sample_3\sample_3_20250307_191716_0001_0.tif
1,3,1,1000000.0,1741393036.22009,2025-03-07 19:17:16.220090,captured_images\2025-03-07_19-12-39\2x2\Sample_3\sample_3_20250307_191716_0001_1.tif
2,0,0,861545.0,1741393160.727495,2025-03-07 19:19:20.727495,captured_images\2025-03-07_19-12-39\2x2\Sample_0\sample_0_20250307_191920_0002_0.tif
2,0,1,987333.0,1741393160.727495,2025-03-07 19:19:20.727495,captured_images\2025-03-07_19-12-39\2x2\Sample_0\sample_0_20250307_191920_0002_1.tif
