run_count,sample_index,camera_id,exposure_time,unix_timestamp,datetime,filename
0,0,0,791905.0,1741393760.757246,2025-03-07 19:29:20.757246,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_192920_0000_0.tif
0,0,1,926169.0,1741393760.757246,2025-03-07 19:29:20.757246,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_192920_0000_1.tif
0,1,0,906478.0,1741393779.380866,2025-03-07 19:29:39.380866,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_192939_0000_0.tif
0,1,1,1000000.0,1741393779.380866,2025-03-07 19:29:39.380866,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_192939_0000_1.tif
1,0,0,791837.0,1741393881.426923,2025-03-07 19:31:21.426923,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193121_0001_0.tif
1,0,1,926519.0,1741393881.426923,2025-03-07 19:31:21.426923,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193121_0001_1.tif
1,1,0,907283.0,1741393900.070848,2025-03-07 19:31:40.070848,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193140_0001_0.tif
1,1,1,1000000.0,1741393900.070848,2025-03-07 19:31:40.070848,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193140_0001_1.tif
2,0,0,791743.0,1741394002.211808,2025-03-07 19:33:22.211808,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193322_0002_0.tif
2,0,1,925810.0,1741394002.211808,2025-03-07 19:33:22.211808,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193322_0002_1.tif
2,1,0,907208.0,1741394020.848015,2025-03-07 19:33:40.848015,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193340_0002_0.tif
2,1,1,1000000.0,1741394020.848015,2025-03-07 19:33:40.848015,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193340_0002_1.tif
3,0,0,791676.0,1741394123.092393,2025-03-07 19:35:23.092393,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193523_0003_0.tif
3,0,1,925783.0,1741394123.092393,2025-03-07 19:35:23.092393,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193523_0003_1.tif
3,1,0,907132.0,1741394141.756217,2025-03-07 19:35:41.756217,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193541_0003_0.tif
3,1,1,1000000.0,1741394141.756217,2025-03-07 19:35:41.756217,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193541_0003_1.tif
4,0,0,791588.0,1741394243.876084,2025-03-07 19:37:23.876084,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193723_0004_0.tif
4,0,1,925784.0,1741394243.876084,2025-03-07 19:37:23.876084,captured_images\2025-03-07_19-28-42\1x2\Sample_0\sample_0_20250307_193723_0004_1.tif
4,1,0,907022.0,1741394262.520942,2025-03-07 19:37:42.520942,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193742_0004_0.tif
4,1,1,1000000.0,1741394262.520942,2025-03-07 19:37:42.520942,captured_images\2025-03-07_19-28-42\1x2\Sample_1\sample_1_20250307_193742_0004_1.tif
